issue_title,issue_html_url,issue_pr_html_url,pr_title,bug_symptom_type,bug_symptom_detail,bug_root_cause_type,bug_root_cause_detail,repo,issue_create_date,issue_close_date,issue_duration_days,issue_comment_count,fix_change_loc,fix_change_file_count
Better Logging on Bearer Auth,https://github.com/PrefectHQ/fastmcp/issues/951,https://github.com/PrefectHQ/fastmcp/pull/952,Add debug logging to bearer token authentication,Negotiation Failure,Authentication Failure,Documentation & Usability Defects,Insufficient Logging & Debugging Info,PrefectHQ/fastmcp,2025-06-25T18:48:20Z,2025-06-26T00:49:31Z,0.25,0,49,1
`FastMCP.as_proxy` loses tool title,https://github.com/PrefectHQ/fastmcp/issues/2496,https://github.com/PrefectHQ/fastmcp/pull/2497,"Add `title` attribute to `ProxyTool`, `ProxyResource`, ...",Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Server-Tool Interaction Logic Error,PrefectHQ/fastmcp,2025-11-28T08:59:14Z,2025-12-01T13:48:43Z,3.2,0,17,2
OpenAPITool base_url fallback not working,https://github.com/PrefectHQ/fastmcp/issues/2775,https://github.com/PrefectHQ/fastmcp/pull/2776,Fix base_url fallback when url is not set,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-12-29T15:00:09Z,2025-12-29T23:43:52Z,0.36,0,38,2
RegisteredTool.update() seems not update outoutSchema,https://github.com/modelcontextprotocol/typescript-sdk/issues/884,https://github.com/modelcontextprotocol/typescript-sdk/pull/1048,fix: Support updating output schema,Execution Error,Documentation-Behavior Mismatch,Framework Implementation Defects,Server-Tool Interaction Logic Error,modelcontextprotocol/typescript-sdk,2025-08-19T09:32:41Z,2025-12-05T05:30:28Z,107.83,2,90,2
FastMCP fails to update tool names dict when names set in advanced component function with OpenAPI spec,https://github.com/PrefectHQ/fastmcp/issues/1091,https://github.com/PrefectHQ/fastmcp/pull/1096,Fix OpenAPI tool name registration when modified by mcp_component_fn,Deployment Failure,Deployment Failure,Framework Implementation Defects,Server-Tool Interaction Logic Error,PrefectHQ/fastmcp,2025-07-08T16:50:02Z,2025-07-09T01:28:47Z,0.36,1,99,2
FastMCP get_state not found,https://github.com/PrefectHQ/fastmcp/issues/1284,https://github.com/PrefectHQ/fastmcp/pull/1289,Add 2.11 version badge for state management,Execution Error,Documentation-Behavior Mismatch,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-07-29T01:25:35Z,2025-07-29T14:41:15Z,0.55,4,2,1
outputSchema with $ref at root violates MCP spec requirement for type: object,https://github.com/PrefectHQ/fastmcp/issues/2455,https://github.com/PrefectHQ/fastmcp/pull/2720,Fix: resolve root-level $ref in outputSchema for MCP spec compliance,Negotiation Failure,MCP Protocol Error,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,PrefectHQ/fastmcp,2025-11-20T04:15:10Z,2025-12-25T13:42:30Z,35.39,0,285,4
Documentation: Inaccurate example in docs for state management with Context in Middleware,https://github.com/PrefectHQ/fastmcp/issues/2207,https://github.com/PrefectHQ/fastmcp/pull/2215,Fix middleware example: add context parameter to call_next(),Execution Error,Documentation-Behavior Mismatch,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-10-22T14:48:10Z,2025-10-24T22:41:01Z,2.33,2,4,1
Return text content is changed to single item from array when the content length is 1,https://github.com/PrefectHQ/fastmcp/issues/1064,https://github.com/PrefectHQ/fastmcp/pull/1074,Fix single-element list unwrapping in tool content,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-07-07T01:35:52Z,2025-07-07T16:48:37Z,0.63,5,84,11
Auth server metadata fallbacks abort on non-404 failures,https://github.com/modelcontextprotocol/typescript-sdk/issues/804,https://github.com/modelcontextprotocol/typescript-sdk/pull/652,feat: support oidc discovery in client sdk,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Incomplete Authentication Flow,modelcontextprotocol/typescript-sdk,2025-07-23T21:04:40Z,2025-07-24T20:18:30Z,0.97,0,533,4
OAuth Metadata Discovery should respect provided Authorization Server URL before applying RFC 8414 path construction,https://github.com/modelcontextprotocol/typescript-sdk/issues/744,https://github.com/modelcontextprotocol/typescript-sdk/pull/756,Fix oauth well-known paths to retain path and query,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,modelcontextprotocol/typescript-sdk,2025-07-08T01:48:36Z,2025-07-24T13:30:14Z,16.49,8,261,2
examples/client/simpleStreamableHttp.js hangs on second tool call,https://github.com/modelcontextprotocol/typescript-sdk/issues/530,https://github.com/modelcontextprotocol/typescript-sdk/pull/534,Fix StreamableHttp example for tool calls - have a separate option for testing notifications resumption,Execution Hang/Poor Performance,Connection Hang,Framework Implementation Defects,Server-Tool Interaction Logic Error,modelcontextprotocol/typescript-sdk,2025-05-22T03:21:30Z,2025-05-27T14:25:52Z,5.46,1,57,1
transport.onerror does not work,https://github.com/modelcontextprotocol/typescript-sdk/issues/525,https://github.com/modelcontextprotocol/typescript-sdk/pull/477,Pr/protocol overwriting transport hooks,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Error/Exception Handling Defect,modelcontextprotocol/typescript-sdk,2025-05-21T13:32:56Z,2025-07-04T13:48:19Z,44.01,4,26,2
McpError: MCP error -32601: Method not found,https://github.com/modelcontextprotocol/typescript-sdk/issues/415,https://github.com/modelcontextprotocol/typescript-sdk/pull/720,[auth]: support oauth client_secret_basic / none / custom methods,Negotiation Failure,MCP Protocol Error,Framework Implementation Defects,Error/Exception Handling Defect,modelcontextprotocol/typescript-sdk,2025-04-26T15:56:13Z,2025-04-28T14:35:41Z,1.94,4,611,2
Bad Request: Server not initialized - for state and stateless  StreamableHTTPServerTransport,https://github.com/modelcontextprotocol/typescript-sdk/issues/412,https://github.com/modelcontextprotocol/typescript-sdk/pull/633,Update readme file to include a tip to allow `mcp-session-id` in CORS when using StreamableHTTP,Negotiation Failure,MCP Protocol Error,Framework Implementation Defects,Core Functionality Logic Error,modelcontextprotocol/typescript-sdk,2025-04-25T16:14:04Z,2025-05-01T18:15:49Z,6.08,11,15,1
"Module '""@modelcontextprotocol/sdk/inMemory.js""' has no exported member 'InMemoryEventStore'.",https://github.com/modelcontextprotocol/typescript-sdk/issues/365,https://github.com/modelcontextprotocol/typescript-sdk/pull/366,Update README.md to use correct location of InMemoryEventStore,Deployment Failure,Deployment Failure,Documentation & Usability Defects,Outdated or Erroneous Documentation,modelcontextprotocol/typescript-sdk,2025-04-18T14:28:19Z,2025-04-21T18:53:27Z,3.18,0,3,1
Stateless StreamableHTTPServerTransport is still stateful?,https://github.com/modelcontextprotocol/typescript-sdk/issues/360,https://github.com/modelcontextprotocol/typescript-sdk/pull/363,Streamable Http - fix examples for streamable HTTP,Negotiation Failure,MCP Protocol Error,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/typescript-sdk,2025-04-18T02:35:21Z,2025-04-22T14:23:49Z,4.49,12,293,5
StdioClientTransport env crash,https://github.com/modelcontextprotocol/typescript-sdk/issues/196,https://github.com/modelcontextprotocol/typescript-sdk/pull/394,"fix(client): Some mcp server need default env(#393, #196)",Deployment Failure,Deployment Failure,Integration & Environment Errors,Environment Configuration Issue,modelcontextprotocol/typescript-sdk,2025-03-15T03:33:25Z,2025-03-21T05:04:41Z,6.06,3,33,2
Token expiration check in middleware might pass an expired token through,https://github.com/modelcontextprotocol/typescript-sdk/issues/173,https://github.com/modelcontextprotocol/typescript-sdk/pull/446,fix(server): validate expiresAt token value for non existence,Unexpected Side Effects,Unauthorized Access,Authentication & Authorization Defects,Incomplete Authentication Flow,modelcontextprotocol/typescript-sdk,2025-03-07T06:06:45Z,2025-10-06T14:39:06Z,213.36,1,49,2
Capability negotiation,https://github.com/modelcontextprotocol/typescript-sdk/issues/11,https://github.com/modelcontextprotocol/typescript-sdk/pull/17,add server capabilities derivation,Negotiation Failure,MCP Protocol Error,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/typescript-sdk,2024-10-11T11:04:53Z,2024-10-28T13:27:48Z,17.1,0,56,9
RFC 9728 compliance: protected resource metadata URL mismatches when resource identifier has a path,https://github.com/modelcontextprotocol/python-sdk/issues/1400,https://github.com/modelcontextprotocol/python-sdk/pull/1407,Improve OAuth protected resource metadata URL construction per RFC 9728,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,modelcontextprotocol/python-sdk,2025-09-25T08:22:28Z,2025-10-06T15:50:10Z,11.31,1,224,4
MCP Server Base64 encode/decode mismatch for Resources,https://github.com/modelcontextprotocol/python-sdk/issues/342,https://github.com/modelcontextprotocol/python-sdk/pull/343,Fix/base64 handling (Issue #342) ,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Data Processing & Validation Error,modelcontextprotocol/python-sdk,2025-03-21T22:44:08Z,2025-09-29T12:02:49Z,191.55,2,91,2
"Use Annotated[pydantic.AnyUrl, pydantic.UrlConstraints(host_required=False)] instead of AnyUrl",https://github.com/modelcontextprotocol/python-sdk/issues/86,https://github.com/modelcontextprotocol/python-sdk/pull/207,Update URL validation to allow file and other nonstandard schemas,Negotiation Failure,Discovery Failure,Framework Implementation Defects,Data Processing & Validation Error,modelcontextprotocol/python-sdk,2024-12-03T17:24:24Z,2025-10-07T12:11:49Z,307.78,2,31,2
Strict typechecking,https://github.com/modelcontextprotocol/python-sdk/issues/14,https://github.com/modelcontextprotocol/python-sdk/pull/15,Type Fixes,Deployment Failure,Deployment Failure,Framework Implementation Defects,Type Error,modelcontextprotocol/python-sdk,2024-10-11T11:12:20Z,2025-03-20T09:13:23Z,159.92,0,20,4
Loggers are improperly namespaced,https://github.com/PrefectHQ/fastmcp/issues/2078,https://github.com/PrefectHQ/fastmcp/pull/2063,Also push client messages (info/warn/debug) to server debug log,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-10-13T00:20:05Z,2025-10-14T21:53:26Z,1.9,2,266,6
Exceptions in the tools make them up to 7 times slower,https://github.com/PrefectHQ/fastmcp/issues/2053,https://github.com/PrefectHQ/fastmcp/pull/1939,Improve Tracebacks for narrow terminals,Execution Hang/Poor Performance,Concurrency-Related Hang,Performance & Resource Defects,Low-Performance Implementation,PrefectHQ/fastmcp,2025-10-10T20:20:05Z,2025-10-10T22:47:58Z,0.1,5,37,1
OIDSProxy and AuthProxy do not support load balancer setup,https://github.com/PrefectHQ/fastmcp/issues/2010,https://github.com/PrefectHQ/fastmcp/pull/1913,Add Storage to FastMCP and switch OAuth to use it,Unexpected Side Effects,User Extensibility Issue,Integration & Environment Errors,Integration Failure with Frameworks,PrefectHQ/fastmcp,2025-10-06T03:45:32Z,2025-10-11T21:37:59Z,5.74,3,1076,16
FastMCP Updates Page shows wrong release dates,https://github.com/PrefectHQ/fastmcp/issues/1889,https://github.com/PrefectHQ/fastmcp/pull/1890,docs: update release dates based on github releases,Unexpected Side Effects,User Extensibility Issue,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-09-22T09:27:21Z,2025-09-22T11:21:07Z,0.08,2,6,1
[Investigation] Performance degradation on Windows platform causing test timeouts,https://github.com/PrefectHQ/fastmcp/issues/1865,https://github.com/PrefectHQ/fastmcp/pull/1866,fix: Increase default 3s timeout on Pytest,Execution Hang/Poor Performance,Testing Hang,Framework Implementation Defects,Error/Exception Handling Defect,PrefectHQ/fastmcp,2025-09-19T11:42:08Z,2025-09-19T18:43:11Z,0.29,2,2,1
_get_resource_url function for RequireAuthMiddleware overwrites mcp path.,https://github.com/PrefectHQ/fastmcp/issues/1836,https://github.com/PrefectHQ/fastmcp/pull/1914,Fix: get_resource_url nested URL handling,Negotiation Failure,Authentication Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-09-16T05:55:25Z,2025-09-25T15:33:45Z,9.4,3,27,2
ToolCallResult: StructuredContent w/ AudioContent,https://github.com/PrefectHQ/fastmcp/issues/1746,https://github.com/PrefectHQ/fastmcp/pull/1773,Cleanup Tool Content Conversion,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Type Error,PrefectHQ/fastmcp,2025-09-03T21:52:37Z,2025-09-23T02:07:24Z,19.18,6,865,5
Supported scopes not in sync across oauth-authorization-server and oauth-protected-resource endpoints,https://github.com/PrefectHQ/fastmcp/issues/1741,https://github.com/PrefectHQ/fastmcp/pull/1742,"Protected resource advertises valid scopes, if available",Negotiation Failure,Discovery Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,PrefectHQ/fastmcp,2025-09-03T19:12:07Z,2025-09-06T19:41:43Z,3.02,3,8,1
HTTP Test with authorisation fails - incorrect documentation,https://github.com/PrefectHQ/fastmcp/issues/1697,https://github.com/PrefectHQ/fastmcp/pull/1702,Fix documentation: use StreamableHttpTransport for headers in testing,Deployment Failure,Deployment Failure,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-09-01T06:46:34Z,2025-09-02T09:14:21Z,1.1,4,8,1
OAuthProxy didn't set scope in ProxyDCRClient,https://github.com/PrefectHQ/fastmcp/issues/1659,https://github.com/PrefectHQ/fastmcp/pull/1667,Add default scope handling in OAuth proxy,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Incomplete Authentication Flow,PrefectHQ/fastmcp,2025-08-28T18:31:21Z,2025-08-30T01:13:37Z,1.28,1,46,3
StructuredLoggingMiddleware crashes on Pydantic types when include_payloads=True,https://github.com/PrefectHQ/fastmcp/issues/1637,https://github.com/PrefectHQ/fastmcp/pull/1636,Feat: Configurable LoggingMiddleware payload serialization,Deployment Failure,Deployment Failure,Framework Implementation Defects,Type Error,PrefectHQ/fastmcp,2025-08-26T05:33:47Z,2025-08-27T15:47:25Z,1.43,0,437,2
OAuthProxy does not properly format query params in original `upstream_authorization_endpoint`,https://github.com/PrefectHQ/fastmcp/issues/1629,https://github.com/PrefectHQ/fastmcp/pull/1630,fix: allow passing query params in OAuthProxy upstream authorization url,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,PrefectHQ/fastmcp,2025-08-26T01:16:03Z,2025-08-26T02:18:36Z,0.04,0,45,2
as_proxy substantially slower,https://github.com/PrefectHQ/fastmcp/issues/1583,https://github.com/PrefectHQ/fastmcp/pull/1669,docs: add performance warnings for mounted servers and proxies,Execution Hang/Poor Performance,Connection Hang,Performance & Resource Defects,Low-Performance Implementation,PrefectHQ/fastmcp,2025-08-22T19:55:09Z,2025-09-18T02:22:50Z,26.27,19,12,2
`httpx_client_factory` type annotation does not match actual call signature,https://github.com/PrefectHQ/fastmcp/issues/1402,https://github.com/PrefectHQ/fastmcp/pull/1405,fix: Fix httpx_client_factory type annotation to match MCP SDK (#1402),Deployment Failure,Deployment Failure,Framework Implementation Defects,Type Error,PrefectHQ/fastmcp,2025-08-08T07:04:19Z,2025-08-08T20:09:18Z,0.55,1,7,1
`Prefix` doesn't apply to transformed tools,https://github.com/PrefectHQ/fastmcp/issues/1354,https://github.com/PrefectHQ/fastmcp/pull/1357,Manually set `_key` after `model_copy()` to enable prefixing Transformed Tools,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-08-03T18:05:33Z,2025-08-04T17:03:00Z,0.96,2,26,2
